session_id,total
0453pz1402h8A9x3Tn6u35C0,N/A
0453pz14Yw78APx3TnCutnC0,N/A
6945b8834a9ceaa6c767df8c,N/A
6945b87ce286363a58143e49,1:44
6945b88ab8dec7b11b77dcfc,2:25
6945b88d2769306853dbca10,2:05
6945b8a000baf204c4c5073d,N/A
6945b88d79c1c781b337f193,2:38
6945b89f58ee48f1e1e43a22,3:25
6945b8ae56cfc3a54cb3efc7,2:04
6945b8c301372ea979e8a773,2:26
6945b8f6cbe2b79278be82a7,5:18
6945b92f675dee207b2f4cd2,1:28
6945b9860a6a8c6d8c43e42a,2:05
6945b96ce23d3d25c84c142b,2:06
6945ba073e85c47ab8f34816,N/A
6945b96d2ff238e2615b55bf,3:10
6945b9f1e5bf451d13347e39,6:31
6945bb1641bb3b1a0956a114,2:28
6945bb2446179f3956fa965d,3:06
6945bb274decf814d3657192,2:10
6945bb2b4107eb1c196fef51,2:20
6945bb2b8fef714af2233ef5,N/A
6945bb32298bf39119b2db35,1:53
6945bb33acb84af178786c58,1:37
6945bb342ae524429c21104c,2:11
6945bb3466270985617d6c22,2:13
6945bb35f3d410b45ffb4cfb,1:46
6945bb37af16ffc1fbcdfbe5,2:45
6945bb385f401ff52d798fd4,N/A
6945bb38ee7c650e47a10683,2:59
6945bb3ae40725f0c595b839,2:09
6945bb3df74b826fc3f4d907,N/A
6945bb3b9dabca3488bb3176,2:17
6945bb3bfd31da622c49352d,1:51
6945bb3c839367691910b06f,2:00
6945bb4040fc705dcc234a8c,2:41
6945bb44f0050b6346da9c1a,2:23
6945bb43ae1918f0af37f5a5,1:51
6945bb4d19b4411405650783,1:58
6945bb4736f1e7a9ad2e68c6,1:56
6945bb4811023de957cad00d,2:35
6945bb4e8446a5944fc7f620,2:44
6945bb3e98f95e874f464e02,5:06
6945bb3ef019fea3b68a147b,2:36
6945bb3ff242897c4f5fb089,1:42
6945bb45013883bd3bc6d48e,2:03
6945bb4592e01c8043332308,2:30
6945bb4b924d658dbe0c03b1,2:37
6945bb53f7067fc926d1bbc6,N/A
6945bb512f03db03c1c9265e,2:07
6945bb4f2b91be3faa9ba96a,3:17
6945bb581a18652deac7fb2d,2:05
6945bb5968b69bcb0d02bc1b,1:54
6945bb5cde7320ac406abdf4,3:34
6945bb5f2cc4b7a2b4f6abdc,2:55
6945bb705c14f03d0afd8f25,N/A
6945bb67c35f1e2f45ce3871,N/A
6945bb6b4dd74a5a43035e43,2:10
6945bb73ea7725a7fede8d49,1:59
6945bb6dcbe2b79278be82e5,1:45
6945bb76cee63ee552f45bb4,3:13
