session_id,total
6945bb7bad3276bb1858ffaa,1:59
6945bb804e33f4a57f4c06bb,1:36
6945bb7f428184698f87966f,1:33
6945bb80aa0dc29b761ca9bf,2:08
6945bb82e0178ec882d3a4f8,3:02
6945bb98e40725f0c595b844,2:20
6945bb92de7320ac406abdfb,2:43
6945bb9ad58d4ebab4c85418,2:34
6945bb9b1187bb801ac1d112,2:14
6945bb9d1adc6bbae6e5cc1f,2:20
6945bb77a3457ae7981bbd1f,3:44
6945bb9f1c2811bdc6bc955b,1:37
6945bba0b4d08d6a7f3047f5,2:06
6945bba3a015786f11a68a8a,N/A
6945bba19dabca3488bb3187,1:48
6945bba48fef714af2233f05,1:44
6945bba3b7f39f6aec772277,2:03
6945bba722bfc53ffdf47eea,1:45
6945bba929c883588a9c710d,1:46
6945bbaa5defea5e83fc0410,3:32
6945bbab1b111d44a6347975,2:24
6945bbaecc59602ceadbecd0,2:09
6945bbaf2f03db03c1c92668,2:23
6945bbb222424c75f8d15e08,1:53
6945bbb31adc6bbae6e5cc22,1:59
6945bbb5fd9b209ade4243d8,3:40
6945bbb9086d0796e2b6247d,1:58
6945bbbcbbbdfcf903d684f0,2:05
6945bbbad56e27176c33e514,2:27
6945bbbd7996fe8b2fdbcdb8,1:47
6945bbbdd42727d1c7ad2c11,2:30
6945bbb93f52649c378618b3,2:56
6945bbc06f462223aa527cf4,1:30
6945bbbf841178ca14128715,1:46
6945bbc5d776862c1a55acef,N/A
6945bbc3ba9ee5d7d650d495,1:59
6945bbc18bb50b90220c0618,2:40
6945bbc26e13df632b540159,1:48
6945bbc54e18993903e93da9,1:55
6945bbc79360b61c0ba1093c,2:29
6945bbc875df0f3a91540d6f,2:16
6945bbca2234b8fdaf902f3f,2:00
6945bbcde4a7de7fab73896e,3:22
6945bbcb0c6e8740f9464bd7,2:27
6945bbcf4d0c8224b49a11ef,1:58
6945bbd504988aab35552b73,N/A
6945bbdd2b91be3faa9ba97a,N/A
6945bbd8489ae3e61808461d,2:53
6945bbdedfc40630b7cf859f,2:29
6945bbcfc35f1e2f45ce387b,1:50
6945bbe4cc9237b80d2f2cd5,2:34
6945bbd1bee461770787d99e,2:45
6945bc0089d3d38f3ec61199,2:40
6945bc1caf0b72e4bd8f31fc,2:35
6945bc2e750bfb5212782a1d,2:53
6945bc3063ab9f195157a580,1:32
6945bc41ad16c232a287d857,2:07
6945bc35ad16c232a287d854,1:50
6945bc4fdc68be8ca4196baf,N/A
6945bc42a56465f528893024,2:23
6945bc3aa47ce3904417cba2,2:22
6945bc1f8446a5944fc7f63b,2:59
6945bc439cac6b82575c404e,1:48
6945bc55258a6ccfddf5f08c,1:51
6945bc6869272565b137903e,1:41
6945bc46fdfe400174cc5ce1,1:50
6945bc50c76ec93eaa7e036e,2:30
6945bc51f591afc7c4b7d130,3:54
6945bc5d9cac6b82575c4050,2:16
6945bc5289d3d38f3ec611a2,4:17
6945bc54c35f1e2f45ce3885,3:44
6945bc54bee461770787d9b5,1:50
6945bc5b5ab77b8aa15f44fb,2:05
6945bc6322910d10a3631c72,1:58
6945bc82f40b24139158cb50,2:07
6945bc6b12e6f656a4eeaaf0,2:05
6945bca4b7f39f6aec77229c,1:45
6945bc7a15e55bd29f936e65,1:44
6945bc95fd31da622c49354b,N/A
6945bc822234b8fdaf902f54,1:49
6945bc72aacbc598cd0a0689,2:41
6945bc7b09ed7852e5f0214a,2:10
6945bc982a0298e1cb37dec8,1:46
6945bc963d3a7d8cb2f3b98b,N/A
6945bc994e0c6ce8b64c1719,2:38
6945bc9fc966dc6927b61c15,2:19
6945bcab25b3996a4eacf857,2:30
6945bcb3dabf26ad29f358db,4:17
6945bdccd42727d1c7ad2c33,3:39
6945bdd1633e484c488d3e79,1:58
6945bdd4e40725f0c595b887,2:11
6945bdd5b9b101d2b2787b86,2:24
6945bde2ff8a8b251c7aa3d8,2:09
6945bdf3452492248b12b8b0,2:12
6945bdf5bff64d1dc858f331,1:57
6945be045eb7dbb1be395ad0,3:07
6945bdd4dc8abacc81b6d12a,N/A
6945be200fb0b185861ac29b,1:31
6945be2f6670419d73c50f2a,2:05
6945be3c76264acf96de5574,4:01
6945be3f8e3b3dcad4409139,2:49
6945be4a29c883588a9c7154,2:46
6945be4fd7277df22a45c5f2,3:01
6945be5e743ac26b0a2a33d0,2:02
6945be62504eaa7e8ab6d2a8,1:45
6945be688ea623e5b39a1164,2:56
6945becef591afc7c4b7d16e,2:43
6945be6c46179f3956fa96aa,2:07
6945bed519b44114056507bd,2:01
6945beeb1d18523f01324a74,2:48
6945beefb3e82e5846c0bfd5,2:44
6945bf4318cc759d0db37489,2:09
6945bf45f17228a904e4ad96,2:23
6945be832f03db03c1c926c1,2:01
6945be507d90a2b24252282b,2:10
6945be88cf2b013d511caf6c,N/A
6945c02cb862730dacb093bd,2:14
6945c0396421594c695e5fb9,2:16
6945c03b469978b91b9eb002,1:53
6945c04c850ce8798a57b9b3,2:07
6945c06622bfc53ffdf47f71,2:41
6945c0aee45fa3379c10b3aa,1:49
6945c0b4a899943f8199830e,1:44
6945c065504eaa7e8ab6d2d8,1:40
6945c0e17811d990fc58cb3a,2:18
6945c19712463f9f83f739a1,1:38
6945c1dde5574652f9fbf6e4,2:32
6945c22f4d90cd8167bcfde3,1:59
6945c19e1765c6c5e25a8281,1:56
6945c28939b840a69e796218,2:20
6945c2917f907e3ac1a68d66,1:36
6945c292dadc29cc541016b7,1:37
6945c2a2d333a92a3909965d,3:15
6945c2b35eb7dbb1be395b1e,2:10
6945c292f5917b8b47066b77,1:38
6945c2b5d994f8a1a8c5e80a,1:51
6945c30e6e55e36a2a9fadd1,2:27
6945c346eadd2c3e8cc1e6c0,2:25
6945c3f23a5189ce6150d2ab,2:10
6945c44091969b55a11b9987,4:34
6945c529e40725f0c595b931,4:05
6945c56a8fef714af2233fb3,3:26
6945c6cbba7cbc2ea48f1076,3:23
6945c6e3597f1594da37dd3f,2:37
6945cb016ad365966bb2d889,2:17
6945c754f608fbd0dfdcabd8,2:19
6945c894dc68be8ca4196cca,5:24
6945cb29a8d2878f26fa5ae9,N/A
6945c5f5da30320cad799ae0,2:18
6945ca123e85c47ab8f349a8,1:32
6945cba800661394bf395a87,2:23
6945cc29698c9f5bbc884600,2:37
6945d00a750bfb5212782bc3,3:38
6945da88f69252959014eb47,N/A
6945d346a8d2878f26fa5b86,1:57
6945cb7525f9d04fe7eff77d,N/A
6945ddcbd7d981caa9805422,2:03
6945c4ef79c1c781b337f279,3:03
6945e84d4e18993903e94244,2:04
6945cecb35e6cecc628f32b1,1:33
