session_id,total
695c24c6732f57ab8985d8fc,3:18
695c24cef67e1ab00b0b92d7,2:32
695c24ce62c6ca27341dcf93,1:51
695c24db0ccb2791a967135b,N/A
695c24ee98cb1ea5d906f753,2:15
695c24d32abcd05dd856195b,2:37
695c251587033062d6071443,2:24
695c250058afd384daed37d8,2:23
695c251673b01d4da7d44c1c,4:07
695c251aee7daa5c97c4e1c4,2:06
695c2551ae6b12fee550b032,N/A
695c2521e6e0ff4b230cb856,3:05
695c253d499da23849a5c1c1,N/A
695c254eaed26d146f9cae91,1:33
695c2555fa8d654c2ffb6b07,4:54
695c2540e4db3a9b1dda3a6f,2:04
695c255d60b55e43cf89b17f,6:22
695c256efb22ae3c52a03a17,3:12
695c25a552293700c7fcb67c,1:42
695c2570d6d5989746d694f3,3:05
695c25b5ef314791f084efb2,1:55
695c25a8a0d9c85622584244,2:40
695c25babfb2bb5130db1a7f,3:34
695c2613f2e89fc80b1141be,N/A
695c25bddc3d7de2962bdb12,2:05
695c2642c42e2078cd2e34cd,2:02
695c25ea77fd1ca356624ec7,3:00
695c25c2ef314791f084efb5,2:14
695c25e2d874b7b8aeec4676,2:00
695c26461ab87b0fbc346099,2:40
695c2671a649e56ffe5b8ef1,2:02
695c26890c8be0e400345f43,2:02
695c26b137af093026afb04a,2:46
695c268c87ddb7dd5c100f2c,2:18
695c26c25dcd1a1621a40eab,2:01
695c26d434ed6c53a74dec2c,3:56
695c27272ed4cc4ee5e75a41,N/A
695c26e95d3e21f9675c1f94,1:42
695c26d707d0704d510d1961,3:01
695c26fae23338e083a2a699,4:13
695c27329341454af4e06512,3:48
695c274a74771ee1382be0ba,4:03
695c273c524ad6b0e906f925,2:48
695c27582167ada76836fcf9,3:38
695c2770667d1ef3fb89b6ad,1:46
695c279c47b5a070d6dbe051,3:08
695c2783cb2af02099d44ba2,3:52
695c27a5915d0556489a3085,2:12
695c28a8dddb6f5bf472e9fd,N/A
695c280826bf14190ad8b9a2,3:00
695c282c77e610a000cc4625,2:35
695c289b621a1fd0a6d4483c,2:02
695c284524a839c308d40d52,2:58
695c28b1873d3a18e1d7d75e,2:35
695c28c6d6469584b39e6983,3:27
695c28e82991ecd5e947cd12,2:44
695c291b5d4070e6ea10c58a,2:22
695c29331ab87b0fbc3460d7,2:43
695c29a39b89cac003e83c9b,3:05
695c29a8dc2eef631a0cbabd,2:36
695c2b1f54666fa24e3bef90,N/A
695c2a92f0dceb03ffb90b6a,2:27
695c2a93f074ce8eec2ec939,2:40
695c2ab1c42e2078cd2e352a,2:34
695c2a705e01c24afd1f7d53,3:36
695c2b73457073d0ea2aa9a4,N/A
695c2c4ddd649bd841cbb9e5,N/A
695c2b6187418ba8ba29bf62,2:35
695c2c16872fa972726bf354,2:43
695c2cccdabff437c6a7df43,3:09
695c2cd7ee7daa5c97c4e26e,4:38
695c2d6e643f2acc3212b380,N/A
695c2d7a124ab6ee9adce941,2:07
695c2dbc3b28d1a854eb2b61,3:06
695c2dd483557ebe4538f194,5:33
695c2e5066017155a4441b5f,2:13
695c2e124ef383f6e6d168c5,1:49
695c2fae1f7f1c9bc6828197,3:45
695c34c6a96bd90346cae32f,2:16
695c3fa5188676c8e52a2dd7,2:00
