session_id,total
694eec2faf8f43179d9951a2,4:08
694eec802fe31149c18f7eb1,4:06
694eec869f9914cb95c94dea,2:10
694eebfc522c8860fbae1531,3:30
694eec274dfa11603cd123bf,2:26
694eecabc506dc391140bef2,3:29
694eec51089ad33429ab395e,N/A
694eecf83f23c30e60642567,2:17
694eed12c51f353ceda3b253,1:48
694eed1384c7f03f93ecba29,1:57
694eed7c6dd05b2f8a2caabb,2:54
694eed62bdacd5188e357a29,2:02
694eec8fce883714232c1dbc,N/A
694eed871ec9db0fa584aed7,1:58
694eecfaac7c06877a5f1671,N/A
694eed06d1bd77e22e58a8e9,2:24
694eed01391da75f0171430c,3:17
694eed45e5a64c7322891d86,3:45
694eed64bb80cddc79b8e57f,3:08
694eedeaba4e10a3ce6d83ca,N/A
694eee0f7ed2d8bc65d13ab9,N/A
694eee721af8dcb55ab02c3c,N/A
694eee14cef1aa262093c178,1:53
694eee52929f26ad3dab396f,2:22
694eeeddf64907c59ec20e5f,2:12
694eef47cbeb0b19e98f4fad,2:52
694eeedf3c4235b93bbb6065,4:33
694eef4dc5d7b892a42cac93,2:04
694eef9213057cd11e226601,2:21
694eef56aa270498709d19d8,3:04
694ef0473a91ecca41fc960e,N/A
694eefb724c9e7b4077d38af,2:14
694ef063f32b8c5e907ac5b0,N/A
694ef0b3681f3f1cecd01b93,2:09
694ef1050ef4fd327cd67ff9,3:46
694ef0515c63e18b1bc5e7d1,4:52
694ef12a3a91ecca41fc9621,N/A
694ef309c0db3731e5913f4f,N/A
694ef1b176d5de5eae0d74d0,2:28
694ef24603edc6ff8a703cb1,2:55
694ef05857ff351764749798,2:46
694ef0e2495b7e8e83e28323,1:46
694ef12efac0927f583bff20,2:27
694ef2e92e00c6749c792b3c,3:27
694ef3a0d14e4892f2eb5ac5,2:13
694ef7c757d92fac29c2ad02,N/A
694ef3f58be532b77a721d4a,2:59
694ef6ee96f340eb56313c19,3:32
694ef827ded7cb35a5a4e87b,2:33
694ef89cdccd81b00872cd05,N/A
694ef863708318887d2a1f70,2:49
694ef38e03edc6ff8a703cd0,3:56
694efa0427ec48c801b686d1,2:28
694efa5ee7782deea041b55b,2:11
694efb8eab52e325d5a345b5,2:15
694efa81ce021af3555a97cf,2:27
694efc97caa38acd8a43a860,2:19
694efd29d66c2a7b58bdec46,2:49
694efe85634a34222b1fdcbd,N/A
694efe7bb5d27e94be3f9d75,3:24
694f05ad0bf5ede341b97a44,N/A
694efecee995d6a08e89274c,1:59
694eff49fe4819947e562e0e,3:40
694f2184801e428fcd40e070,4:10
694effb86c802cfb6dbf5e68,N/A
694f00e2b823d12cbb3ab33e,3:58
